tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20181119D,FRB121102,FRB20121102A,82.994575,4e-07,RA from Chaterjee et al. (2017),33.147941,4e-06,Dec from Chaterjee et al. (2017),174.88,-0.22,17.04,0.0,No error on exposure due to precise position. See Section 2.2.,-9999.0,-9999.0,-9999,23.7,595.2,0.0,12.0,0.0,21.8,41.8,564.367,0.043,375.9,277.3,0.03637,<0.0069,-9999.0,0.46,0.28,-9999,12.6,5.5,-9999,2,58441.401872293,3.8e-08,58441.401703059,4e-08,0.0081,0.0027,75.0,23.0,-98.0,32.0,684.6,503.6,587.2,1288631.088,1285296,0.41,0
FRB20181119C,-9999,-9999,190.1,0.17,-9999,82.16,0.21,-9999,123.39,34.96,86.0,44.0,-9999,87.0,45.0,-9999,27.0,283.1,2.9,1.1,5.5,2.1,40.7,284.9594,0.0025,240.3,247.0,0.00098,<0.00048,-9999.0,2.8,1.3,-9999,3.5,1.6,-9999,0,58441.7128369598,2.8e-09,58441.7127515106,2.9e-09,0.000449,1.6e-05,-1.81,0.62,-5.7,1.5,657.7,400.2,400.2,187590.083,186042,0.402,0
FRB20181122A,-9999,-9999,60.04,0.22,-9999,55.48,0.22,-9999,147.51,1.89,21.0,12.0,-9999,-9999.0,-9999.0,-9999,12.2,661.6,0.0,1.2,0.0,2.2,14.9,662.821,0.015,466.7,364.1,0.00295,0.000182,5.8e-05,0.53,0.26,-9999,1.42,0.59,-9999,0,58444.3279109816,2.9e-09,58444.3277122252,5.4e-09,0.00068,0.00014,-4.9,1.7,0.6,3.2,661.4,400.2,400.2,386618.096,385465,0.381,0
FRB20181122B,-9999,-9999,281.08,0.16,-9999,85.02,0.088,-9999,117.34,27.17,113.0,70.0,-9999,100.0,73.0,-9999,64.9,224.8,3.5,1.9,6.4,3.5,122.9,225.75547,0.00071,171.4,174.7,0.00098,0.0001391,5.6e-06,14.7,7.2,-9999,22.0,11.0,-9999,0,58444.42905271589,2.8e-10,58444.42898501982,3.5e-10,0.000246,1.1e-05,4.86,0.25,-13.27,0.43,729.1,400.2,480.7,201768.605,183913,0.409,0
FRB20181123A,-9999,-9999,300.76,0.023,-9999,55.87,0.18,-9999,89.71,12.94,23.0,11.0,-9999,-9999.0,-9999.0,-9999,17.0,797.4,0.0,2.3,0.0,4.2,19.7,798.718,0.018,694.9,680.8,0.00197,0.00192,0.00054,0.99,0.49,-9999,2.5,1.1,-9999,0,58445.994296863,7.1e-09,58445.9940573556,8.9e-09,0.00058,0.00026,25.6,4.0,-64.3,9.4,590.2,404.2,488.5,400000.022,399449,0.358,0
FRB20181124B,-9999,-9999,318.56,0.17,-9999,29.88,0.18,-9999,76.68,-12.89,13.7,5.2,-9999,-9999.0,-9999.0,-9999,29.0,800.7,0.0,2.4,0.0,4.2,33.8,801.6446,0.0039,696.7,717.8,0.00393,0.000204,4.3e-05,2.61,0.91,-9999,4.8,1.6,-9999,0,58446.0442020446,1.6e-09,58446.0439616598,2e-09,0.001119,6.2e-05,-1.43,0.57,2.32,0.76,800.2,400.2,800.2,303747.982,301049,0.344,0
FRB20181125A,-9999,-9999,147.94,0.18,-9999,33.93,0.041,-9999,191.59,51.02,9.0,8.7,-9999,-9999.0,-9999.0,-9999,18.3,278.2,0.0,2.9,0.0,5.7,34.5,272.19,0.02,234.2,247.6,0.01475,<0.0015,-9999.0,0.39,0.33,-9999,3.2,2.0,-9999,2,58447.567716883,1.1e-08,58447.567635263,1.2e-08,0.00158,0.00044,7.3,8.2,-58.0,40.0,520.9,400.2,426.5,614002.141,611936,0.345,0
FRB20181126A,-9999,-9999,262.05,0.18,-9999,81.17,0.19,-9999,113.4,29.94,75.0,44.0,-9999,61.0,39.0,-9999,51.6,493.3,8.8,3.3,17.5,6.5,111.0,494.2168,0.0029,444.6,449.6,0.00197,0.000165,2.1e-05,3.5,2.1,-9999,9.4,5.1,-9999,0,58448.87558304407,7.5e-10,58448.875434846,1.1e-09,0.000407,2.5e-05,17.93,0.67,-90.7,2.9,518.1,400.2,441.8,420100.63,407961,0.345,0
FRB20181127A,-9999,-9999,243.8,0.23,-9999,25.43,0.25,-9999,42.85,44.61,11.8,8.0,-9999,-9999.0,-9999.0,-9999,15.7,930.1,0.0,2.9,0.0,5.3,27.6,930.317,0.012,898.1,901.2,0.00393,0.000582,9e-05,0.78,0.46,-9999,2.9,1.3,-9999,0,58449.8237182904,4.3e-09,58449.8234393213,5.6e-09,0.00074,0.00013,18.5,2.2,-51.3,5.6,592.3,400.2,479.3,407208.462,406745,0.347,0
FRB20181128A,181128.J0456+63,FRB20181128A,73.92,0.14,-9999,63.22,0.073,-9999,146.73,12.3,13.0,13.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999.0,-9999.0,-9999,23.4,446.4,0.0,5.9,0.0,25.6,35.7,450.3823,0.0092,338.0,298.4,0.02163,0.00399,0.0005,0.64,0.37,-9999,8.1,3.8,-9999,1,58450.352565152,8.5e-09,58450.3524300983,8.9e-09,0.00182,0.00036,15.1,2.7,-40.9,6.9,610.4,400.2,481.5,800131.22,796468,0.36,0
FRB20181128B,-9999,-9999,157.22,0.2,-9999,38.28,0.048,-9999,183.27,58.24,12.2,9.1,-9999,-9999.0,-9999.0,-9999,13.3,454.5,0.0,1.3,0.0,2.4,17.2,456.548,0.027,423.0,435.9,0.0059,0.00044,0.00011,0.34,0.21,-9999,1.95,0.85,-9999,0,58450.5853709007,4.4e-09,58450.5852339982,9.3e-09,0.00168,0.00027,-3.5,1.4,-2.2,2.9,661.3,400.2,400.2,400872.001,399449,0.358,0
FRB20181128D,-9999,-9999,215.62,0.031,-9999,59.93,0.12,-9999,103.82,53.69,30.9,6.7,-9999,-9999.0,-9999.0,-9999,47.0,147.2,0.0,1.0,0.0,1.9,55.3,146.5012,0.0037,113.8,121.3,0.00197,0.0001059,1.4e-06,2.6,1.1,-9999,7.0,2.9,-9999,0,58450.74540773198,7.4e-10,58450.7453638015,1.3e-09,0.001071,4.2e-05,-2.48,0.35,0.28,0.58,800.2,400.2,400.2,356532.355,354457,0.431,0
FRB20181129A,-9999,-9999,355.12,0.18,-9999,44.95,0.17,-9999,109.96,-16.13,18.7,7.8,-9999,-9999.0,-9999.0,-9999,25.4,386.6,0.0,2.4,0.0,4.5,34.7,385.9684,0.0019,299.2,305.5,0.00295,<0.00064,-9999.0,1.52,0.79,-9999,3.1,1.5,-9999,0,58451.1306265636,3.9e-09,58451.1305108254,3.9e-09,0.000588,2.4e-05,2.7,0.66,-5.21,0.97,800.2,400.2,518.2,400085.882,397626,0.361,0
FRB20181129C,-9999,-9999,233.38,0.19,-9999,40.03,0.19,-9999,64.61,54.23,16.6,8.2,-9999,-9999.0,-9999.0,-9999,18.3,503.0,0.0,3.7,0.0,6.6,23.1,502.2158,0.0097,475.7,477.5,0.00492,0.00164,0.00031,0.77,0.31,-9999,3.6,1.2,-9999,0,58451.7919478849,6.5e-09,58451.7917972882,7.1e-09,0.00118,0.00014,2.1,1.3,-3.2,1.5,800.2,400.2,560.6,388487.846,386073,0.38,0
FRB20181130A,-9999,-9999,355.19,0.031,-9999,46.49,0.17,-9999,110.46,-14.66,15.9,9.4,-9999,-9999.0,-9999.0,-9999,20.9,218.4,0.0,0.8,0.0,1.6,43.7,220.0896,0.0037,125.0,129.9,0.00098,<0.00051,-9999.0,0.97,0.56,-9999,1.27,0.69,-9999,0,58452.1271943203,3.4e-09,58452.1271283232,3.6e-09,0.000480,1.6e-05,2.7,1.3,-45.7,6.4,515.9,400.2,412.1,200690.165,198810,0.361,0
FRB20181201B,-9999,-9999,273.38,0.22,-9999,56.31,0.21,-9999,84.88,27.43,22.0,12.0,-9999,-9999.0,-9999.0,-9999,14.2,875.1,0.0,1.7,0.0,3.1,17.4,876.577,0.016,825.3,831.1,0.00393,<0.0026,-9999.0,0.66,0.29,-9999,2.24,0.9,-9999,0,58453.893464519,1e-08,58453.893201664,1.1e-08,0.00224,0.00018,0.4,1.2,-2.9,1.9,800.2,400.2,429.4,400718.546,398234,0.36,0
FRB20181202A,-9999,-9999,351.01,0.17,-9999,17.36,0.2,-9999,94.98,-40.72,14.1,5.9,-9999,-9999.0,-9999.0,-9999,27.0,669.6,0.0,8.1,0.0,14.2,40.6,667.9546,0.0047,629.2,636.8,0.00688,0.00404,0.0004,2.63,0.95,-9999,13.7,4.5,-9999,0,58454.1122879321,2.9e-09,58454.1120876361,3.3e-09,0.00059,0.0001,4.27,0.73,-9.1,1.0,800.2,400.2,505.7,576251.883,569993,0.39,0
FRB20181202B,-9999,-9999,202.83,0.2,-9999,64.72,0.2,-9999,116.05,51.87,27.0,15.0,-9999,-9999.0,-9999.0,-9999,16.1,826.5,0.0,4.7,0.0,8.4,20.1,825.8834,0.0068,792.2,800.0,0.00492,0.00224,0.00038,0.99,0.41,-9999,4.1,1.3,-9999,0,58454.6974618461,9.3e-09,58454.6972141929,9.6e-09,0.00061,0.00013,5.0,1.7,-6.4,2.0,800.2,400.2,590.1,326665.354,327705,0.474,0
FRB20181203A,-9999,-9999,33.6,0.027,-9999,23.57,0.19,-9999,146.43,-35.49,14.9,6.6,-9999,-9999.0,-9999.0,-9999,19.2,635.7,0.0,2.0,0.0,3.5,29.4,635.9255,0.0023,589.2,597.3,0.00295,0.00144,0.0002,1.74,0.74,-9999,3.6,1.2,-9999,0,58455.2258682095,6.6e-09,58455.225677518,6.7e-09,0.000171,8.4e-05,13.2,5.4,-8.5,4.8,800.2,515.2,800.2,370958.179,370265,0.405,0
FRB20181203B,-9999,-9999,47.31,0.004,-9999,24.02,0.12,-9999,159.14,-29.0,16.1,5.5,-9999,-9999.0,-9999.0,-9999,25.6,373.6,0.0,3.4,0.0,6.0,35.4,375.3871,0.0041,318.7,321.5,0.00393,0.00232,0.00033,1.45,0.59,-9999,4.5,1.5,-9999,0,58455.2661702794,1.8e-09,58455.2660577141,2.1e-09,0.000578,7.4e-05,47.8,5.2,-43.6,4.7,800.2,550.8,693.2,374536.612,372089,0.402,0
FRB20181213A,-9999,-9999,127.66,0.2,-9999,73.87,0.1,-9999,140.39,32.8,45.0,23.0,-9999,43.3,6.7,-9999,16.1,677.7,10.5,1.6,19.1,3.0,21.6,678.672,0.015,630.1,635.9,0.00295,<0.0016,-9999.0,0.88,0.4,-9999,3.2,1.1,-9999,0,58465.4640147195,2e-09,58465.4638112099,4.9e-09,0.001359,9.9e-05,-3.17,0.85,2.3,1.3,800.2,400.2,400.2,441492.962,440794,0.292,0
FRB20181213B,-9999,-9999,183.52,0.22,-9999,53.7,0.23,-9999,134.96,62.55,19.0,11.0,-9999,-9999.0,-9999.0,-9999,12.3,626.0,0.0,3.3,0.0,6.7,16.3,626.593,0.015,596.0,604.7,0.00492,<0.0012,-9999.0,0.75,0.47,-9999,1.7,1.0,-9999,0,58465.6161327748,3.8e-09,58465.6159448817,5.9e-09,0.00085,0.00016,45.6,9.7,-45.1,9.5,800.2,529.6,664.0,447673.98,445658,0.284,0
FRB20181214A,-9999,-9999,70.0,0.18,-9999,43.07,0.18,-9999,160.82,-2.37,17.5,8.3,-9999,-9999.0,-9999.0,-9999,25.4,467.5,0.0,0.3,0.0,0.5,45.2,468.148,0.011,283.9,206.0,0.00295,0.000442,8e-05,0.156,0.084,-9999,0.41,0.17,-9999,0,58466.2973974782,2.1e-09,58466.2972570972,3.8e-09,0.000533,7.4e-05,23.3,2.1,-139.0,11.0,494.6,400.2,435.0,445007.866,443225,0.288,0
FRB20181214C,-9999,-9999,175.93,0.12,-9999,60.02,0.048,-9999,137.68,55.13,28.0,10.0,-9999,-9999.0,-9999.0,-9999,29.1,632.4,0.0,1.6,0.0,2.8,39.9,632.7849,0.0039,599.5,608.6,0.0059,0.00163,0.00016,1.2,0.42,-9999,5.0,1.6,-9999,0,58466.5948243698,1.5e-09,58466.59463462,1.9e-09,0.000631,7.7e-05,-2.54,0.49,-0.08,0.75,800.2,400.2,400.2,454048.39,451737,0.274,0
FRB20181215B,-9999,-9999,254.81,0.17,-9999,47.56,0.03,-9999,73.62,38.24,14.1,9.5,-9999,-9999.0,-9999.0,-9999,24.8,493.3,0.0,2.0,0.0,4.0,29.8,494.0142,0.0019,453.4,461.5,0.00197,<0.00061,-9999.0,1.9,1.0,-9999,2.9,1.5,-9999,0,58467.80606538831,8e-10,58467.80591725094,9.7e-10,0.000559,2.7e-05,4.7,0.87,-6.0,1.1,800.2,400.2,590.2,446582.692,439578,0.294,0
FRB20181217A,-9999,-9999,290.5,0.21,-9999,59.8,0.22,-9999,90.99,19.55,23.0,14.0,-9999,-9999.0,-9999.0,-9999,12.5,1175.9,0.0,2.7,0.0,5.0,15.8,1177.1666,0.0058,1107.4,1108.4,0.00295,<0.0012,-9999.0,0.64,0.24,-9999,1.76,0.63,-9999,0,58469.8991823397,4.7e-09,58469.8988293491,5e-09,0.001015,9e-05,5.0,1.9,-4.9,2.2,800.2,400.2,663.5,435233.794,434106,0.303,0
FRB20181218A,-9999,-9999,5.06,0.19,-9999,71.35,0.076,-9999,120.42,8.63,34.0,21.0,-9999,37.6,8.8,-9999,18.6,1873.1,10.2,1.2,21.5,2.5,30.8,1874.406,0.028,1727.2,1646.0,0.0059,0.000221,6.2e-05,0.83,0.56,-9999,1.59,0.98,-9999,0,58470.1095669108,2.5e-09,58470.1090048427,8.7e-09,0.00139,0.00015,19.0,2.2,-83.6,8.5,529.3,400.2,448.4,300374.013,302393,0.341,0
FRB20181219B,-9999,-9999,180.79,0.19,-9999,71.55,0.35,-9999,128.31,45.07,38.0,20.0,-9999,29.0,15.0,-9999,23.1,1950.7,3.6,0.4,7.6,0.8,43.0,1952.166,0.003,1914.9,1923.0,0.00492,0.00526,0.00041,4.6,4.1,-9999,27.0,22.0,-9999,0,58471.0887822727,2.3e-09,58471.0881968872,2.4e-09,0.000574,7.5e-05,-4.2,2.1,10.3,2.0,800.2,555.5,800.2,783212.817,772153,0.38,0
FRB20181219C,-9999,-9999,17.77,0.2,-9999,14.11,0.23,-9999,130.13,-48.49,12.8,6.6,-9999,-9999.0,-9999.0,-9999,18.6,648.6,0.0,0.3,0.0,0.5,27.7,647.891,0.011,611.7,620.7,0.00295,0.000530,7.3e-05,0.208,0.091,-9999,0.57,0.19,-9999,0,58471.1400314405,3.5e-09,58471.1398371608,4.9e-09,0.00126,0.00011,-1.0,0.81,-4.6,1.6,735.5,400.2,400.2,434767.94,432281,0.306,0
FRB20181220A,-9999,-9999,346.11,0.16,-9999,48.43,0.16,-9999,105.24,-10.73,19.1,8.2,-9999,-9999.0,-9999.0,-9999,27.6,208.7,0.0,1.1,0.0,2.1,40.1,209.4017,0.005,83.6,87.3,0.00295,0.000457,3.1e-05,1.33,0.82,-9999,3.0,1.7,-9999,0,58472.0466636192,2.6e-09,58472.046600827,3e-09,0.000435,5.7e-05,-5.26,0.62,-1.3,1.5,596.4,400.2,400.2,434169.841,430457,0.309,0
FRB20181220B,-9999,-9999,277.37,0.22,-9999,84.87,0.3,-9999,117.17,27.5,134.0,67.0,-9999,134.0,67.0,-9999,13.4,257.2,1.9,1.0,4.0,2.1,24.7,257.7994,0.0033,204.2,207.6,0.00197,<0.00062,-9999.0,2.9,1.8,-9999,3.8,2.6,-9999,0,58472.3547760099,4.5e-09,58472.354698705,4.6e-09,0.000558,3.2e-05,0.45,0.85,-4.8,1.5,800.2,400.2,419.5,408195.586,409178,0.343,0
FRB20181221A,-9999,-9999,230.58,0.2,-9999,25.86,0.21,-9999,39.52,56.34,13.4,7.6,-9999,-9999.0,-9999.0,-9999,18.6,313.8,0.0,4.5,0.0,8.0,78.8,316.237,0.013,291.8,292.0,0.00492,0.001323,6.6e-05,1.25,0.49,-9999,5.8,2.0,-9999,0,58473.7240196762,2e-09,58473.723924848,4.2e-09,0.000754,8.3e-05,62.1,2.4,-128.0,4.9,583.3,446.1,510.1,443691.859,440185,0.293,0
FRB20181221B,-9999,-9999,306.31,0.004,-9999,80.98,0.028,-9999,113.93,23.25,74.0,41.0,-9999,71.0,40.0,-9999,26.7,1392.7,5.6,2.0,11.0,4.0,52.1,1395.021,0.0081,1333.1,1333.1,0.00295,<0.0011,-9999.0,0.97,0.64,-9999,3.3,1.7,-9999,0,58473.9414393568,1.1e-09,58473.9410210394,2.7e-09,0.001037,5e-05,25.3,1.4,-61.2,3.4,597.6,405.4,492.2,433142.381,431066,0.308,0
FRB20181222E,-9999,-9999,50.64,0.044,-9999,86.97,0.25,-9999,124.97,24.72,220.0,100.0,-9999,210.0,96.0,-9999,17.7,328.4,4.3,3.1,8.6,6.4,36.7,327.9797,0.0048,268.1,268.2,0.00393,0.00079,0.00012,1.12,0.7,-9999,5.5,3.2,-9999,1,58474.7188955594,3.7e-09,58474.7187972099,4e-09,0.00091,0.00026,9.9,3.5,-23.8,6.8,672.3,400.2,492.8,1011125.194,1010788,0.351,0
FRB20181223B,-9999,-9999,174.89,0.22,-9999,21.59,0.24,-9999,227.74,72.74,12.4,7.2,-9999,-9999.0,-9999.0,-9999,12.4,564.5,0.0,6.4,0.0,11.0,21.3,565.655,0.019,540.2,545.7,0.00885,0.0035,0.0012,0.68,0.33,-9999,4.1,1.1,-9999,0,58475.5631931148,9e-09,58475.563023495,1.1e-08,0.00157,0.00031,33.3,5.0,-41.0,5.9,761.2,473.8,600.6,656809.462,655721,0.298,0
FRB20181223C,-9999,-9999,181.05,0.19,-9999,27.58,0.2,-9999,207.75,79.51,11.6,6.3,-9999,-9999.0,-9999.0,-9999,19.5,111.6,0.0,2.1,0.0,3.7,28.3,112.5118,0.0035,92.6,93.4,0.00197,0.000107,2.1e-05,1.36,0.51,-9999,2.84,0.93,-9999,0,58475.5802331753,1.3e-09,58475.580199437,1.6e-09,0.000508,3.8e-05,2.68,0.79,-7.4,1.3,800.2,400.2,479.2,447393.219,446265,0.283,0
FRB20181224A,-9999,-9999,355.11,0.025,-9999,44.56,0.078,-9999,109.84,-16.5,23.8,2.0,-9999,-9999.0,-9999.0,-9999,65.0,308.9,0.0,1.0,0.0,2.0,104.1,310.20644,0.0004,225.2,231.9,0.00197,<0.00040,-9999.0,4.3,2.3,-9999,3.3,1.8,-9999,0,58476.06173261698,4.4e-10,58476.06163959704,4.6e-10,0.0003868,5.3e-06,3.85,0.23,-6.08,0.33,800.2,400.2,549.5,233053.656,219178,0.296,0
FRB20181224B,-9999,-9999,45.36,0.21,-9999,46.14,0.21,-9999,145.22,-11.03,17.0,9.8,-9999,-9999.0,-9999.0,-9999,14.0,779.6,0.0,2.2,0.0,4.4,22.4,781.0087,0.0099,659.7,640.3,0.00885,0.00206,0.0004,0.77,0.49,-9999,3.1,1.7,-9999,0,58476.2033684574,4.1e-09,58476.2031342605,5.1e-09,0.00092,0.00016,-1.8,0.9,-0.9,1.4,800.2,400.2,400.2,434116.583,432889,0.305,0
FRB20181224E,-9999,-9999,239.32,0.034,-9999,7.32,0.2,-9999,17.52,41.77,15.4,3.6,-9999,-9999.0,-9999.0,-9999,32.4,580.7,0.0,2.9,0.0,5.5,42.1,581.8537,0.0041,545.3,549.3,0.00197,<0.0011,-9999.0,3.6,2.0,-9999,10.3,4.9,-9999,1,58476.7396451009,6.5e-09,58476.7394706235,6.6e-09,0.00102,0.00018,-3.7,2.1,3.6,3.2,800.2,400.2,400.2,410322.544,404917,0.35,0
FRB20181225B,-9999,-9999,36.77,0.23,-9999,88.2,0.26,-9999,123.74,25.48,420.0,130.0,-9999,360.0,140.0,-9999,19.1,299.2,9.1,6.7,19.0,13.4,27.6,299.2875,0.0049,241.0,242.3,0.00295,<0.0014,-9999.0,1.9,1.0,-9999,7.5,3.8,-9999,0,58477.2151455792,2.3e-09,58477.2150558335,2.7e-09,0.001297,6.6e-05,6.8,1.0,-10.1,1.5,800.2,400.2,560.7,434409.23,431066,0.308,0
FRB20181226C,-9999,-9999,349.05,0.19,-9999,44.94,0.18,-9999,105.75,-14.73,17.2,8.8,-9999,-9999.0,-9999.0,-9999,18.8,409.2,0.0,1.0,0.0,2.2,25.3,409.0184,0.0065,315.0,322.4,0.00393,0.00198,0.00027,0.88,0.51,-9999,2.7,1.4,-9999,0,58478.0431588484,3.9e-09,58478.0430361982,4.4e-09,0.00063,0.00012,-1.09,0.81,-1.9,1.2,800.2,400.2,400.2,369985.472,367833,0.409,0
FRB20181226D,-9999,-9999,120.22,0.17,-9999,22.16,0.046,-9999,199.59,24.7,11.7,7.4,-9999,-9999.0,-9999.0,-9999,24.2,386.6,0.0,1.5,0.0,2.8,34.7,385.3778,0.0025,320.4,306.2,0.00197,<0.00062,-9999.0,1.89,0.83,-9999,3.0,1.4,-9999,0,58478.4036619006,2.3e-09,58478.4035463394,2.5e-09,0.000571,2.3e-05,0.44,0.64,-5.2,1.2,800.2,400.2,417.2,445755.474,444442,0.286,0
FRB20181226B,-9999,-9999,182.66,0.039,-9999,12.43,0.2,-9999,267.9,72.47,14.7,4.8,-9999,-9999.0,-9999.0,-9999,52.4,287.9,0.0,14.7,0.0,25.7,176.6,287.0364,0.0017,259.3,266.3,0.00197,0.001098,4.2e-05,8.9,3.1,-9999,52.0,17.0,-9999,2,58478.5770323965,2.3e-09,58478.5769463245,2.4e-09,0.001004,7.6e-05,11.5,1.5,-18.1,1.9,784.9,400.2,549.7,677496.762,642943,0.312,0
FRB20181226E,-9999,-9999,303.56,0.21,-9999,73.64,0.22,-9999,106.6,20.42,43.0,23.0,-9999,43.4,7.1,-9999,16.5,308.9,4.7,0.8,9.3,1.5,20.9,308.762,0.015,239.9,237.5,0.00295,<0.0013,-9999.0,0.48,0.42,-9999,1.35,0.77,-9999,0,58478.9102553349,4.4e-09,58478.9101627482,6.4e-09,0.001169,8.3e-05,-5.8,2.5,-3.4,5.8,558.3,400.2,400.2,329480.425,325882,0.477,0
FRB20181228A,-9999,-9999,7.26,0.21,-9999,10.22,0.27,-9999,113.91,-52.26,11.9,6.9,-9999,-9999.0,-9999.0,-9999,12.6,748.9,0.0,4.5,0.0,8.7,18.1,748.6791,0.0089,714.5,723.1,0.00295,<0.0013,-9999.0,1.16,0.9,-9999,4.0,2.1,-9999,0,58480.0852051871,5.9e-09,58480.0849806848,6.4e-09,0.001088,8.5e-05,5.2,1.5,-13.6,3.0,731.4,400.2,484.5,443544.246,443226,0.288,0
